# Trade    Entry Date    DOW     Exit Date    Qty    Ticks    MAE    MFE    PL    Equity
     30,    2010-09-13,    1,    2010-09-13,    1,   -67.0,    820.0,    79.9,    -670.0,    6310.0,
     31,    2010-09-14,    2,    2010-09-14,    1,    14.0,    449.9,    1319.9,    140.0,    6450.0,
     32,    2010-09-15,    3,    2010-09-15,    1,    -7.0,    679.9,    170.0,    -70.0,    6380.0,
     33,    2010-09-16,    4,    2010-09-16,    1,   -15.0,    980.0,    1939.9,    -150.0,    6230.0,
     34,    2010-09-21,    2,    2010-09-21,    1,   -25.0,    859.9,    190.0,    -250.0,    5980.0,
     35,    2010-09-23,    4,    2010-09-23,    1,    41.0,    660.0,    869.9,    410.0,    6390.0,
     36,    2010-09-28,    2,    2010-09-28,    1,   -41.0,    560.0,    0.0,    -410.0,    5980.0,
     37,    2010-10-06,    3,    2010-10-06,    1,     8.0,    320.0,    229.9,    80.0,    6060.0,
     38,    2010-10-13,    3,    2010-10-13,    1,   -79.0,    1230.0,    209.9,    -790.0,    5270.0,
     39,    2010-10-14,    4,    2010-10-14,    1,    24.0,    809.9,    359.9,    240.0,    5510.0,
     40,    2010-10-19,    2,    2010-10-19,    1,    18.0,    499.9,    220.0,    180.0,    5690.0,
     41,    2010-10-28,    4,    2010-10-28,    1,   -96.0,    1140.0,    1150.0,    -960.0,    4730.0,
     42,    2010-11-01,    1,    2010-11-01,    1,   287.0,    269.9,    2930.0,    2870.0,    7600.0,
     43,    2010-11-08,    1,    2010-11-08,    1,  -130.0,    1420.0,    409.9,    -1300.0,    6300.0,
     44,    2010-11-09,    2,    2010-11-09,    1,   -56.0,    819.9,    880.0,    -560.0,    5740.0,
     45,    2010-11-10,    3,    2010-11-10,    1,   170.0,    90.0,    2189.9,    1700.0,    7440.0,
     46,    2010-11-17,    3,    2010-11-17,    1,    94.0,    369.9,    980.0,    940.0,    8380.0,
     47,    2010-11-18,    4,    2010-11-18,    1,    27.0,    0.0,    619.9,    270.0,    8650.0,
     48,    2010-11-22,    1,    2010-11-22,    1,   -77.0,    999.9,    680.0,    -770.0,    7880.0,
     49,    2010-11-23,    2,    2010-11-23,    1,    14.0,    80.0,    670.0,    140.0,    8020.0,
     50,    2010-11-25,    4,    2010-11-25,    1,     2.0,    9.9,    700.0,    20.0,    8040.0,
     51,    2010-12-01,    3,    2010-12-01,    1,   -13.0,    749.9,    90.0,    -130.0,    7910.0,
     52,    2010-12-06,    1,    2010-12-06,    1,   -94.0,    1340.0,    0.0,    -940.0,    6970.0,
     53,    2010-12-07,    2,    2010-12-07,    1,   114.0,    300.0,    1239.9,    1140.0,    8110.0,
     54,    2010-12-13,    1,    2010-12-13,    1,  -198.0,    2070.0,    169.9,    -1980.0,    6130.0,
     55,    2010-12-20,    1,    2010-12-20,    1,    48.0,    0.0,    629.9,    480.0,    6610.0,
     56,    2010-12-28,    2,    2010-12-28,    1,    64.0,    0.0,    890.0,    640.0,    7250.0,
     57,    2011-01-03,    1,    2011-01-03,    1,   -79.0,    1189.9,    500.0,    -790.0,    6460.0,
     58,    2011-01-04,    2,    2011-01-04,    1,    95.0,    0.0,    1459.9,    950.0,    7410.0,
     59,    2011-01-12,    3,    2011-01-12,    1,    23.0,    229.9,    830.0,    230.0,    7640.0,
     60,    2011-01-18,    2,    2011-01-18,    1,   112.0,    170.0,    1339.9,    1120.0,    8760.0,
     61,    2011-01-19,    3,    2011-01-19,    1,    54.0,    220.0,    589.9,    540.0,    9300.0,
     62,    2011-01-20,    4,    2011-01-20,    1,  -105.0,    1149.9,    350.0,    -1050.0,    8250.0,
     63,    2011-01-24,    1,    2011-01-24,    1,   239.0,    0.0,    2539.9,    2390.0,    10640.0,
     64,    2011-01-31,    1,    2011-01-31,    1,    -7.0,    1349.9,    300.0,    -70.0,    10570.0,
     65,    2011-02-02,    3,    2011-02-02,    1,    10.0,    819.9,    169.9,    100.0,    10670.0,
     66,    2011-02-03,    4,    2011-02-03,    1,    92.0,    480.0,    1229.9,    920.0,    11590.0,
     67,    2011-02-21,    1,    2011-02-21,    1,    18.0,    160.0,    259.9,    180.0,    11770.0,
     68,    2011-02-28,    1,    2011-02-28,    1,   -17.0,    609.9,    120.0,    -170.0,    11600.0,
     69,    2011-03-07,    1,    2011-03-07,    1,    41.0,    499.9,    589.9,    410.0,    12010.0,
     70,    2011-03-09,    3,    2011-03-09,    1,    -2.0,    210.0,    389.9,    -20.0,    11990.0,
     71,    2011-03-14,    1,    2011-03-14,    1,    31.0,    1170.0,    449.9,    310.0,    12300.0,
     72,    2011-03-15,    2,    2011-03-15,    1,   -23.0,    650.0,    1389.9,    -230.0,    12070.0,
     73,    2011-03-17,    4,    2011-03-17,    1,  -189.0,    2000.0,    169.9,    -1890.0,    10180.0,
     74,    2011-03-21,    1,    2011-03-21,    1,    49.0,    209.9,    929.9,    490.0,    10670.0,
     75,    2011-03-22,    2,    2011-03-22,    1,   -67.0,    690.0,    269.9,    -670.0,    10000.0,
     76,    2011-03-23,    3,    2011-03-23,    1,   -53.0,    579.9,    339.9,    -530.0,    9470.0,
     77,    2011-03-24,    4,    2011-03-24,    1,   155.0,    80.0,    1720.0,    1550.0,    11020.0,
     78,    2011-03-28,    1,    2011-03-28,    1,   107.0,    399.9,    1120.0,    1070.0,    12090.0,
     79,    2011-04-11,    1,    2011-04-11,    1,    41.0,    49.9,    660.0,    410.0,    12500.0,
     80,    2011-04-13,    3,    2011-04-13,    1,   -22.0,    270.0,    199.9,    -220.0,    12280.0,
     81,    2011-04-14,    4,    2011-04-14,    1,   -69.0,    1110.0,    0.0,    -690.0,    11590.0,
     82,    2011-04-20,    3,    2011-04-20,    1,    -2.0,    360.0,    369.9,    -20.0,    11570.0,
     83,    2011-04-21,    4,    2011-04-21,    1,   -83.0,    869.9,    700.0,    -830.0,    10740.0,
     84,    2011-04-28,    4,    2011-04-28,    1,   -98.0,    1199.9,    180.0,    -980.0,    9760.0,
     85,    2011-05-02,    1,    2011-05-02,    1,    20.0,    139.9,    780.0,    200.0,    9960.0,
     86,    2011-05-03,    2,    2011-05-03,    1,    46.0,    210.0,    480.0,    460.0,    10420.0,
     87,    2011-05-16,    1,    2011-05-16,    1,   -15.0,    589.9,    190.0,    -150.0,    10270.0,
     88,    2011-05-17,    2,    2011-05-17,    1,   133.0,    0.0,    1550.0,    1330.0,    11600.0,
     89,    2011-05-24,    2,    2011-05-24,    1,    50.0,    150.0,    1099.9,    500.0,    12100.0,
     90,    2011-05-25,    3,    2011-05-25,    1,   -11.0,    270.0,    269.9,    -110.0,    11990.0,
     91,    2011-05-30,    1,    2011-05-30,    1,    -3.0,    299.9,    9.9,    -30.0,    11960.0,
     92,    2011-06-01,    3,    2011-06-01,    1,    39.0,    0.0,    830.0,    390.0,    12350.0,
     93,    2011-06-07,    2,    2011-06-07,    1,    13.0,    89.9,    620.0,    130.0,    12480.0,
     94,    2011-06-09,    4,    2011-06-09,    1,   224.0,    900.0,    2419.9,    2240.0,    14720.0,
     95,    2011-06-21,    2,    2011-06-21,    1,    17.0,    409.9,    210.0,    170.0,    14890.0,
     96,    2011-06-28,    2,    2011-06-28,    1,    10.0,    209.9,    250.0,    100.0,    14990.0,
     97,    2011-06-29,    3,    2011-06-29,    1,    57.0,    20.0,    960.0,    570.0,    15560.0,
     98,    2011-07-11,    1,    2011-07-11,    1,    -7.0,    400.0,    320.0,    -70.0,    15490.0,
     99,    2011-07-13,    3,    2011-07-13,    1,     6.0,    320.0,    190.0,    60.0,    15550.0,
     100,    2011-07-14,    4,    2011-07-14,    1,   -15.0,    150.0,    1329.9,    -150.0,    15400.0,
     101,    2011-07-18,    1,    2011-07-18,    1,    34.0,    489.9,    510.0,    340.0,    15740.0,
     102,    2011-07-19,    2,    2011-07-19,    1,    28.0,    40.0,    499.9,    280.0,    16020.0,
     103,    2011-08-11,    4,    2011-08-11,    1,   -92.0,    1219.9,    0.0,    -920.0,    15100.0,
     104,    2011-08-23,    2,    2011-08-23,    1,    55.0,    90.0,    1109.9,    550.0,    15650.0,
     105,    2011-08-24,    3,    2011-08-24,    1,    95.0,    230.0,    959.9,    950.0,    16600.0,
     106,    2011-08-31,    3,    2011-08-31,    1,    30.0,    140.0,    329.9,    300.0,    16900.0,
     107,    2011-09-01,    4,    2011-09-01,    1,    57.0,    350.0,    1250.0,    570.0,    17470.0,
     108,    2011-09-07,    3,    2011-09-07,    1,   -64.0,    830.0,    359.9,    -640.0,    16830.0,
     109,    2011-09-13,    2,    2011-09-13,    1,     2.0,    240.0,    329.9,    20.0,    16850.0,
     110,    2011-09-14,    3,    2011-09-14,    1,   -36.0,    909.9,    80.0,    -360.0,    16490.0,
     111,    2011-09-15,    4,    2011-09-15,    1,   177.0,    0.0,    1879.9,    1770.0,    18260.0,
     112,    2011-09-26,    1,    2011-09-26,    1,    44.0,    229.9,    590.0,    440.0,    18700.0,
     113,    2011-10-12,    3,    2011-10-12,    1,   125.0,    69.9,    1300.0,    1250.0,    19950.0,
     114,    2011-10-17,    1,    2011-10-17,    1,    65.0,    280.0,    1079.9,    650.0,    20600.0,
     115,    2011-10-25,    2,    2011-10-25,    1,    -6.0,    460.0,    519.9,    -60.0,    20540.0,
     116,    2011-10-31,    1,    2011-10-31,    1,    31.0,    10.0,    1089.9,    310.0,    20850.0,
     117,    2011-11-17,    4,    2011-11-17,    1,    21.0,    810.0,    369.9,    210.0,    21060.0,
     118,    2011-11-23,    3,    2011-11-23,    1,   -23.0,    280.0,    339.9,    -230.0,    20830.0,
     119,    2011-11-28,    1,    2011-11-28,    1,   155.0,    0.0,    1909.9,    1550.0,    22380.0,
     120,    2011-12-08,    4,    2011-12-08,    1,   -58.0,    669.9,    220.0,    -580.0,    21800.0,
     121,    2011-12-13,    2,    2011-12-13,    1,   -11.0,    649.9,    30.0,    -110.0,    21690.0,
     122,    2011-12-21,    3,    2011-12-21,    1,   -12.0,    419.9,    80.0,    -120.0,    21570.0,
     123,    2011-12-22,    4,    2011-12-22,    1,    26.0,    169.9,    840.0,    260.0,    21830.0,
     124,    2012-01-03,    2,    2012-01-03,    1,   -64.0,    1150.0,    39.9,    -640.0,    21190.0,
     125,    2012-01-04,    3,    2012-01-04,    1,    18.0,    149.9,    230.0,    180.0,    21370.0,
     126,    2012-01-23,    1,    2012-01-23,    1,   212.0,    30.0,    2130.0,    2120.0,    23490.0,
     127,    2012-01-25,    3,    2012-01-25,    1,  -144.0,    1619.9,    199.9,    -1440.0,    22050.0,
     128,    2012-02-02,    4,    2012-02-02,    1,    90.0,    229.9,    1150.0,    900.0,    22950.0,
     129,    2012-02-14,    2,    2012-02-14,    1,    54.0,    0.0,    699.9,    540.0,    23490.0,
     130,    2012-02-15,    3,    2012-02-15,    1,   114.0,    0.0,    1500.0,    1140.0,    24630.0,
     131,    2012-02-16,    4,    2012-02-16,    1,    -8.0,    359.9,    69.9,    -80.0,    24550.0,
     132,    2012-03-13,    2,    2012-03-13,    1,    18.0,    80.0,    280.0,    180.0,    24730.0,
     133,    2012-03-15,    4,    2012-03-15,    1,    72.0,    0.0,    789.9,    720.0,    25450.0,
     134,    2012-03-19,    1,    2012-03-19,    1,    -2.0,    490.0,    59.9,    -20.0,    25430.0,
     135,    2012-03-20,    2,    2012-03-20,    1,    35.0,    49.9,    460.0,    350.0,    25780.0,
     136,    2012-04-12,    4,    2012-04-12,    1,   -51.0,    650.0,    0.0,    -510.0,    25270.0,
     137,    2012-04-16,    1,    2012-04-16,    1,   -11.0,    409.9,    90.0,    -110.0,    25160.0,
     138,    2012-04-23,    1,    2012-04-23,    1,    61.0,    39.9,    700.0,    610.0,    25770.0,
     139,    2012-04-24,    2,    2012-04-24,    1,    37.0,    29.9,    529.9,    370.0,    26140.0,
     140,    2012-04-25,    3,    2012-04-25,    1,   -59.0,    689.9,    250.0,    -590.0,    25550.0,
     141,    2012-04-26,    4,    2012-04-26,    1,    56.0,    1080.0,    649.9,    560.0,    26110.0,
     142,    2012-05-01,    2,    2012-05-01,    1,   -18.0,    410.0,    510.0,    -180.0,    25930.0,
     143,    2012-05-08,    2,    2012-05-08,    1,    54.0,    0.0,    769.9,    540.0,    26470.0,
     144,    2012-05-09,    3,    2012-05-09,    1,    -3.0,    640.0,    119.9,    -30.0,    26440.0,
     145,    2012-05-10,    4,    2012-05-10,    1,    19.0,    309.9,    809.9,    190.0,    26630.0,
     146,    2012-05-14,    1,    2012-05-14,    1,    86.0,    140.0,    899.9,    860.0,    27490.0,
     147,    2012-05-17,    4,    2012-05-17,    1,    29.0,    19.9,    1580.0,    290.0,    27780.0,
     148,    2012-05-24,    4,    2012-05-24,    1,    93.0,    70.0,    1089.9,    930.0,    28710.0,
     149,    2012-06-04,    1,    2012-06-04,    1,    31.0,    360.0,    339.9,    310.0,    29020.0,
     150,    2012-06-06,    3,    2012-06-06,    1,    27.0,    390.0,    509.9,    270.0,    29290.0,
     151,    2012-06-14,    4,    2012-06-14,    1,   294.0,    289.9,    2949.9,    2940.0,    32230.0,
     152,    2012-06-18,    1,    2012-06-18,    1,  -108.0,    1209.9,    410.0,    -1080.0,    31150.0,
     153,    2012-06-25,    1,    2012-06-25,    1,    70.0,    10.0,    759.9,    700.0,    31850.0,
     154,    2012-06-26,    2,    2012-06-26,    1,   -70.0,    759.9,    419.9,    -700.0,    31150.0,
     155,    2012-06-27,    3,    2012-06-27,    1,    97.0,    1109.9,    1089.9,    970.0,    32120.0,
     156,    2012-06-28,    4,    2012-06-28,    1,    61.0,    0.0,    1619.9,    610.0,    32730.0,
     157,    2012-07-03,    2,    2012-07-03,    1,   -58.0,    620.0,    220.0,    -580.0,    32150.0,
     158,    2012-07-04,    3,    2012-07-04,    1,    12.0,    339.9,    129.9,    120.0,    32270.0,
     159,    2012-07-19,    4,    2012-07-19,    1,   -38.0,    490.0,    629.9,    -380.0,    31890.0,
     160,    2012-07-23,    1,    2012-07-23,    1,   -15.0,    309.9,    380.0,    -150.0,    31740.0,
     161,    2012-07-24,    2,    2012-07-24,    1,   -45.0,    720.0,    240.0,    -450.0,    31290.0,
     162,    2012-07-31,    2,    2012-07-31,    1,     1.0,    510.0,    689.9,    10.0,    31300.0,
     163,    2012-08-01,    3,    2012-08-01,    1,    82.0,    0.0,    1120.0,    820.0,    32120.0,
     164,    2012-08-09,    4,    2012-08-09,    1,   -79.0,    949.9,    1189.9,    -790.0,    31330.0,
     165,    2012-08-14,    2,    2012-08-14,    1,    29.0,    119.9,    419.9,    290.0,    31620.0,
     166,    2012-08-22,    3,    2012-08-22,    1,   -25.0,    369.9,    540.0,    -250.0,    31370.0,
     167,    2012-08-29,    3,    2012-08-29,    1,    13.0,    209.9,    129.9,    130.0,    31500.0,
     168,    2012-09-10,    1,    2012-09-10,    1,    72.0,    99.9,    759.9,    720.0,    32220.0,
     169,    2012-09-11,    2,    2012-09-11,    1,     2.0,    329.9,    70.0,    20.0,    32240.0,
     170,    2012-09-12,    3,    2012-09-12,    1,   -50.0,    560.0,    620.0,    -500.0,    31740.0,
     171,    2012-09-25,    2,    2012-09-25,    1,   -28.0,    329.9,    160.0,    -280.0,    31460.0,
     172,    2012-09-26,    3,    2012-09-26,    1,   -84.0,    1150.0,    330.0,    -840.0,    30620.0,
     173,    2012-09-27,    4,    2012-09-27,    1,   -30.0,    629.9,    450.0,    -300.0,    30320.0,
     174,    2012-10-01,    1,    2012-10-01,    1,   -72.0,    820.0,    299.9,    -720.0,    29600.0,
     175,    2012-10-02,    2,    2012-10-02,    1,   -33.0,    539.9,    849.9,    -330.0,    29270.0,
     176,    2012-10-09,    2,    2012-10-09,    1,   -23.0,    380.0,    129.9,    -230.0,    29040.0,
     177,    2012-10-10,    3,    2012-10-10,    1,    15.0,    220.0,    609.9,    150.0,    29190.0,
     178,    2012-10-18,    4,    2012-10-18,    1,    17.0,    70.0,    309.9,    170.0,    29360.0,
     179,    2012-10-22,    1,    2012-10-22,    1,   196.0,    40.0,    2149.9,    1960.0,    31320.0,
     180,    2012-10-29,    1,    2012-10-29,    1,    25.0,    0.0,    609.9,    250.0,    31570.0,
     181,    2012-11-13,    2,    2012-11-13,    1,    82.0,    0.0,    839.9,    820.0,    32390.0,
     182,    2012-11-14,    3,    2012-11-14,    1,    52.0,    309.9,    720.0,    520.0,    32910.0,
     183,    2012-11-15,    4,    2012-11-15,    1,    87.0,    620.0,    879.9,    870.0,    33780.0,
     184,    2012-11-20,    2,    2012-11-20,    1,   -36.0,    410.0,    139.9,    -360.0,    33420.0,
     185,    2012-11-21,    3,    2012-11-21,    1,   -60.0,    670.0,    169.9,    -600.0,    32820.0,
     186,    2012-11-22,    4,    2012-11-22,    1,     4.0,    229.9,    80.0,    40.0,    32860.0,
     187,    2012-12-05,    3,    2012-12-05,    1,    70.0,    279.9,    1040.0,    700.0,    33560.0,
     188,    2012-12-17,    1,    2012-12-17,    1,   -35.0,    390.0,    129.9,    -350.0,    33210.0,
     189,    2012-12-18,    2,    2012-12-18,    1,    33.0,    229.9,    549.9,    330.0,    33540.0,
     190,    2012-12-20,    4,    2012-12-20,    1,    12.0,    219.9,    280.0,    120.0,    33660.0,
     191,    2013-01-14,    1,    2013-01-14,    1,   -10.0,    429.9,    50.0,    -100.0,    33560.0,
     192,    2013-01-15,    2,    2013-01-15,    1,   -61.0,    829.9,    340.0,    -610.0,    32950.0,
     193,    2013-01-21,    1,    2013-01-21,    1,   -32.0,    480.0,    19.9,    -320.0,    32630.0,
     194,    2013-01-30,    3,    2013-01-30,    1,    21.0,    59.9,    290.0,    210.0,    32840.0,
     195,    2013-02-06,    3,    2013-02-06,    1,     9.0,    160.0,    299.9,    90.0,    32930.0,
     196,    2013-02-07,    4,    2013-02-07,    1,   158.0,    0.0,    1639.9,    1580.0,    34510.0,
     197,    2013-02-13,    3,    2013-02-13,    1,   -25.0,    289.9,    10.0,    -250.0,    34260.0,
     198,    2013-02-19,    2,    2013-02-19,    1,    68.0,    49.9,    700.0,    680.0,    34940.0,
     199,    2013-02-20,    3,    2013-02-20,    1,    43.0,    50.0,    499.9,    430.0,    35370.0,
     200,    2013-02-21,    4,    2013-02-21,    1,    36.0,    599.9,    460.0,    360.0,    35730.0,
     201,    2013-02-26,    2,    2013-02-26,    1,    25.0,    119.9,    440.0,    250.0,    35980.0,
     202,    2013-02-27,    3,    2013-02-27,    1,    57.0,    810.0,    670.0,    570.0,    36550.0,
     203,    2013-03-04,    1,    2013-03-04,    1,   -40.0,    430.0,    170.0,    -400.0,    36150.0,
     204,    2013-03-06,    3,    2013-03-06,    1,    64.0,    0.0,    769.9,    640.0,    36790.0,
     205,    2013-03-11,    1,    2013-03-11,    1,   -16.0,    240.0,    0.0,    -160.0,    36630.0,
     206,    2013-03-12,    2,    2013-03-12,    1,    22.0,    209.9,    350.0,    220.0,    36850.0,
     207,    2013-03-13,    3,    2013-03-13,    1,   -36.0,    459.9,    0.0,    -360.0,    36490.0,
     208,    2013-03-14,    4,    2013-03-14,    1,  -130.0,    1339.9,    129.9,    -1300.0,    35190.0,
     209,    2013-03-18,    1,    2013-03-18,    1,    55.0,    329.9,    740.0,    550.0,    35740.0,
     210,    2013-03-19,    2,    2013-03-19,    1,   -76.0,    869.9,    170.0,    -760.0,    34980.0,
     211,    2013-03-20,    3,    2013-03-20,    1,    18.0,    30.0,    270.0,    180.0,    35160.0,
     212,    2013-03-21,    4,    2013-03-21,    1,    39.0,    580.0,    759.9,    390.0,    35550.0,
     213,    2013-03-27,    3,    2013-03-27,    1,   -71.0,    890.0,    80.0,    -710.0,    34840.0,
     214,    2013-03-28,    4,    2013-03-28,    1,    76.0,    0.0,    1179.9,    760.0,    35600.0,
     215,    2013-04-04,    4,    2013-04-04,    1,   -15.0,    1139.9,    0.0,    -150.0,    35450.0,
     216,    2013-04-08,    1,    2013-04-08,    1,    65.0,    270.0,    1069.9,    650.0,    36100.0,
     217,    2013-04-11,    4,    2013-04-11,    1,   -27.0,    369.9,    620.0,    -270.0,    35830.0,
     218,    2013-04-18,    4,    2013-04-18,    1,  -154.0,    1659.9,    0.0,    -1540.0,    34290.0,
     219,    2013-04-29,    1,    2013-04-29,    1,     1.0,    230.0,    139.9,    10.0,    34300.0,
     220,    2013-04-30,    2,    2013-04-30,    1,    45.0,    49.9,    679.9,    450.0,    34750.0,
     221,    2013-05-01,    3,    2013-05-01,    1,    64.0,    590.0,    699.9,    640.0,    35390.0,
     222,    2013-05-14,    2,    2013-05-14,    1,    25.0,    259.9,    300.0,    250.0,    35640.0,
     223,    2013-05-15,    3,    2013-05-15,    1,   -26.0,    369.9,    40.0,    -260.0,    35380.0,
     224,    2013-05-16,    4,    2013-05-16,    1,   138.0,    0.0,    1610.0,    1380.0,    36760.0,
     225,    2013-05-20,    1,    2013-05-20,    1,    46.0,    209.9,    750.0,    460.0,    37220.0,
     226,    2013-05-21,    2,    2013-05-21,    1,   -54.0,    679.9,    0.0,    -540.0,    36680.0,
     227,    2013-05-23,    4,    2013-05-23,    1,   -63.0,    730.0,    80.0,    -630.0,    36050.0,
     228,    2013-05-27,    1,    2013-05-27,    1,   -25.0,    439.9,    0.0,    -250.0,    35800.0,
     229,    2013-06-12,    3,    2013-06-12,    1,   -15.0,    209.9,    19.9,    -150.0,    35650.0,
     230,    2013-06-13,    4,    2013-06-13,    1,   -24.0,    389.9,    140.0,    -240.0,    35410.0,
     231,    2013-06-17,    1,    2013-06-17,    1,    75.0,    80.0,    800.0,    750.0,    36160.0,
     232,    2013-06-18,    2,    2013-06-18,    1,    -6.0,    410.0,    459.9,    -60.0,    36100.0,
     233,    2013-06-19,    3,    2013-06-19,    1,    -7.0,    369.9,    160.0,    -70.0,    36030.0,
     234,    2013-07-02,    2,    2013-07-02,    1,     6.0,    300.0,    110.0,    60.0,    36090.0,
     235,    2013-07-17,    3,    2013-07-17,    1,    50.0,    0.0,    650.0,    500.0,    36590.0,
     236,    2013-08-08,    4,    2013-08-08,    1,    17.0,    140.0,    209.9,    170.0,    36760.0,
     237,    2013-08-12,    1,    2013-08-12,    1,   -11.0,    229.9,    470.0,    -110.0,    36650.0,
     238,    2013-08-13,    2,    2013-08-13,    1,    35.0,    0.0,    679.9,    350.0,    37000.0,
     239,    2013-08-15,    4,    2013-08-15,    1,   -80.0,    840.0,    0.0,    -800.0,    36200.0,
     240,    2013-08-19,    1,    2013-08-19,    1,   -14.0,    489.9,    220.0,    -140.0,    36060.0,
     241,    2013-08-20,    2,    2013-08-20,    1,    31.0,    289.9,    400.0,    310.0,    36370.0,
     242,    2013-08-29,    4,    2013-08-29,    1,   -35.0,    680.0,    769.9,    -350.0,    36020.0,
     243,    2013-09-03,    2,    2013-09-03,    1,    -7.0,    169.9,    289.9,    -70.0,    35950.0,
     244,    2013-09-05,    4,    2013-09-05,    1,   106.0,    360.0,    1209.9,    1060.0,    37010.0,
     245,    2013-09-09,    1,    2013-09-09,    1,    13.0,    49.9,    280.0,    130.0,    37140.0,
     246,    2013-09-12,    4,    2013-09-12,    1,    -4.0,    129.9,    240.0,    -40.0,    37100.0,
     247,    2013-09-16,    1,    2013-09-16,    1,   -64.0,    699.9,    0.0,    -640.0,    36460.0,
     248,    2013-09-17,    2,    2013-09-17,    1,    15.0,    240.0,    320.0,    150.0,    36610.0,
     249,    2013-10-01,    2,    2013-10-01,    1,   -10.0,    300.0,    350.0,    -100.0,    36510.0,
     250,    2013-10-02,    3,    2013-10-02,    1,    74.0,    320.0,    819.9,    740.0,    37250.0,
     251,    2013-10-07,    1,    2013-10-07,    1,    80.0,    90.0,    1020.0,    800.0,    38050.0,
     252,    2013-10-08,    2,    2013-10-08,    1,   -51.0,    600.0,    0.0,    -510.0,    37540.0,
     253,    2013-10-10,    4,    2013-10-10,    1,    35.0,    240.0,    540.0,    350.0,    37890.0,
     254,    2013-10-15,    2,    2013-10-15,    1,    28.0,    90.0,    670.0,    280.0,    38170.0,
     255,    2013-11-07,    4,    2013-11-07,    1,   -58.0,    739.9,    460.0,    -580.0,    37590.0,
     256,    2013-11-12,    2,    2013-11-12,    1,   -33.0,    410.0,    9.9,    -330.0,    37260.0,
     257,    2013-11-13,    3,    2013-11-13,    1,    93.0,    10.0,    969.9,    930.0,    38190.0,
     258,    2013-11-18,    1,    2013-11-18,    1,    83.0,    50.0,    889.9,    830.0,    39020.0,
     259,    2013-11-20,    3,    2013-11-20,    1,    40.0,    290.0,    449.9,    400.0,    39420.0,
     260,    2013-11-21,    4,    2013-11-21,    1,   -20.0,    590.0,    160.0,    -200.0,    39220.0,
